,时间,最终排名,实时预测排名,平均绝对误差,均方误差
58,1592294977.87,1,[0.77278005],0.22721994964757475,0.05162890551784641
59,1592294987.87,1,[0.76329496],0.2367050416389167,0.05602927673728129
60,1592294997.87,1,[0.79091877],0.20908123034664627,0.04371496088326736
61,1592295007.87,1,[0.7791462],0.22085379979109054,0.048776400882163104
62,1592295017.87,1,[0.7718635],0.2281364952275986,0.05204626045473212
63,1592295027.87,1,[0.78587298],0.2141270220133129,0.04585038155628979
64,1592295037.87,1,[0.77984485],0.22015514701331285,0.04846828875645339
65,1592295047.87,1,[0.79347712],0.20652287617997955,0.042651698385651166
66,1592295057.87,1,[0.81402502],0.18597498332283668,0.03458669442192938
67,1592295067.87,1,[0.81533154],0.18466846348156685,0.03410244140464279
68,1592295077.87,1,[0.81646912],0.18353088014823338,0.0336835839679852
69,1592295087.87,1,[0.80439019],0.19560981367997954,0.03826319920791631
70,1592295097.87,1,[0.81557905],0.184420947608551,0.03401108591683591
71,1592295107.87,1,[0.81759672],0.18240328491013835,0.03327095834600911
72,1592295117.87,1,[0.80705205],0.1929479515768049,0.037228912017685044
73,1592295127.87,1,[0.8163402],0.18365979582283676,0.03373092060168609
74,1592295137.87,1,[0.80043755],0.199562451125867,0.03982517189936406
75,1592295147.87,1,[0.81162578],0.18837421600681936,0.03548484525618384
76,1592295157.87,1,[0.82228397],0.17771603445920015,0.03158298890390361
77,1592295167.87,1,[0.81295207],0.1870479310176968,0.03498692849800106
78,1592295177.87,1,[0.81827416],0.18172584478657627,0.03302428266339481
79,1592295187.87,1,[0.81274056],0.18725944300086206,0.03506609899299311
80,1592295197.87,1,[0.81345403],0.1865459674573836,0.03479939797461123
81,1592295207.87,1,[0.80489384],0.19510616090976463,0.03806641402494697
82,1592295217.87,1,[0.81084362],0.1891563751954788,0.03578013427709274
83,1592295227.87,1,[0.80182786],0.19817213787663834,0.039272196230597356
84,1592295237.87,1,[0.81004827],0.18995173046923097,0.03608165990825537
85,1592295247.87,1,[0.81933352],0.18066648046923084,0.03264037716513897
86,1592295257.87,1,[0.82066227],0.17933772684604254,0.03216202027030577
87,1592295267.87,1,[0.82234226],0.17765774371112175,0.03156227390052662
88,1592295277.87,1,[0.8181367],0.1818633012508043,0.0330742603418408
89,1592295287.87,1,[0.81516469],0.18483531144879028,0.034164092358371305
90,1592295297.87,1,[0.81623921],0.18376079359164754,0.03376802926143209
91,1592295307.87,1,[0.80879953],0.19120047017894903,0.03655761979665118
92,1592295317.87,1,[0.80572249],0.19427751127344872,0.037743751386605
93,1592295327.87,1,[0.73603509],0.26396490873015865,0.06967747304092099
94,1592295337.87,1,[0.79051218],0.2094878206168832,0.04388514698681144
95,1592295347.87,1,[0.75731313],0.2426868655372405,0.058896914704290655
96,1592295357.87,1,[0.78754119],0.212458810515873,0.04513874616581963
97,1592295367.87,1,[0.76964213],0.23035786584249074,0.05306474635550696
98,1592295377.87,1,[0.78093002],0.2190699774877901,0.047991655036500866
99,1592295387.87,1,[0.76391151],0.23608849084249073,0.05573777550828483
100,1592295397.87,1,[0.78302361],0.2169763941544567,0.04707875562027015
101,1592295407.87,1,[0.77128159],0.2287184075091574,0.05231210993352499
102,1592295417.87,1,[0.78289554],0.21710445773670772,0.04713434556914991
103,1592295427.87,1,[0.74973126],0.2502687414321789,0.06263444293804683
104,1592295437.87,1,[0.82097672],0.1790232771464646,0.032049333760259875
105,1592295447.87,1,[0.79748396],0.2025160390512265,0.041012746072997895
106,1592295457.87,1,[0.86646641],0.1335335902777779,0.01783121973247346
107,1592295467.87,1,[0.81926412],0.1807358779761905,0.03266545758782442
108,1592295477.87,1,[0.88377689],0.11622311111111117,0.013507811556345692
109,1592295487.87,1,[0.81834492],0.18165507539682546,0.032998566417426344
110,1592295497.87,1,[0.79308189],0.20691810741341998,0.04281510317555161
111,1592295507.87,1,[0.87123282],0.12876718353174588,0.016580987554698327
112,1592295517.87,1,[0.79904439],0.20095561372655113,0.04038315868821483
113,1592295527.87,1,[0.86806498],0.13193502317821082,0.017406850341035025
114,1592295537.87,1,[0.8167347],0.18326530122655138,0.03358617063365862
115,1592295547.87,1,[0.87666605],0.12333395174963935,0.015211263654182367
116,1592295557.87,1,[0.8290887],0.1709112992424242,0.029210672208733475
117,1592295567.87,1,[0.86009659],0.13990340710678206,0.019572963320085998
118,1592295577.87,1,[0.84016311],0.1598368879870129,0.02554783076137291
119,1592295587.87,1,[0.86000772],0.13999227615440124,0.01959783738289014
120,1592295597.87,1,[0.84175702],0.15824297528860032,0.02504083922818857
121,1592295607.87,1,[0.85798981],0.14201019282106786,0.020166894865076872
122,1592295617.87,1,[0.85935481],0.14064519471500747,0.019781070796422367
123,1592295627.87,1,[0.88862566],0.11137433630952387,0.012404242788386926
124,1592295637.87,1,[0.86670533],0.13329466991341987,0.01776746902732756
125,1592295647.87,1,[0.87870253],0.12129747023809523,0.014713076286161598
126,1592295657.87,1,[0.86295222],0.13704778201659473,0.018782094555668066
127,1592295667.87,1,[0.89296299],0.107037011904762,0.011456921917500163
128,1592295677.87,1,[0.86521305],0.13478694868326146,0.01816752153534416
129,1592295687.87,1,[0.90344932],0.09655068154761914,0.009322034107309763
130,1592295697.87,1,[0.86533357],0.13466643217893215,0.01813504795580293
131,1592295707.87,1,[0.90108077],0.09891922718253954,0.009785013506390869
132,1592295717.87,1,[0.85967046],0.14032953634559886,0.019692378770970752
133,1592295727.87,1,[0.90485952],0.0951404771825397,0.00905171039852136
134,1592295737.87,1,[0.86054988],0.13945012463924944,0.019446337261902202
135,1592295747.87,1,[0.90135936],0.09864063591269834,0.009729975053261513
136,1592295757.87,1,[0.86857404],0.13142596392496364,0.017272783993605843
137,1592295767.87,1,[0.87404754],0.12595245598845606,0.01586402116952396
138,1592295777.87,1,[0.87634029],0.12365971428571443,0.015291724937224525
139,1592295787.87,1,[0.86878264],0.13121735642135646,0.017217994626209297
140,1592295797.87,1,[0.87440375],0.1255962509920634,0.015774418263261387
141,1592295807.87,1,[0.87324583],0.12675417288961044,0.016066620344929256
142,1592295817.87,1,[0.90187278],0.09812721717171713,0.009628950749865337
143,1592295827.87,1,[0.88714545],0.11285455023448776,0.012736149508628522
144,1592295837.87,1,[0.89328943],0.10671057476551216,0.01138714676678596
145,1592295847.87,1,[0.9106321],0.08936789871933615,0.007986621321509523
146,1592295857.87,1,[0.89922604],0.10077396365440117,0.010155391750618567
147,1592295867.87,1,[0.9146296],0.08537039871933627,0.007288104977498452
148,1592295877.87,1,[0.9061353],0.09386470174963912,0.008810582234548706
149,1592295887.87,1,[0.91687191],0.08312808621933632,0.006910278718489413
150,1592295897.87,1,[0.90756869],0.09243130591630577,0.008543546313393702
151,1592295907.87,1,[0.92186483],0.07813516955266964,0.006105104721024432
152,1592295917.87,1,[0.90039557],0.09960443091630578,0.00992104265816113
153,1592295927.87,1,[0.92662745],0.07337255050505065,0.005383531167616208
154,1592295937.87,1,[0.90871657],0.09128342893217878,0.008332664397616135
155,1592295947.87,1,[0.92822162],0.07177838383838397,0.005152136386450382
