,时间,最终排名,实时预测排名,平均绝对误差,均方误差
115,1592295547.87,1,[0.89589458],0.10410542361111097,0.01083793922524886
116,1592295557.87,1,[0.87581919],0.12418081105006107,0.015420873833050968
117,1592295567.87,1,[0.889821],0.11017899503968265,0.012139410947954413
118,1592295577.87,1,[0.88610086],0.11389914438339432,0.012973015091269307
119,1592295587.87,1,[0.90502163],0.09497836904761914,0.009020890586945737
120,1592295597.87,1,[0.90437955],0.09562045138888886,0.009143270723814857
121,1592295607.87,1,[0.90065344],0.09934656349206361,0.009869739677682626
122,1592295617.87,1,[0.89426919],0.10573080555555592,0.011179003243426773
123,1592295627.87,1,[0.9044937],0.09550630257936543,0.009121453832381304
124,1592295637.87,1,[0.89382756],0.10617243750000027,0.011272586484691463
125,1592295647.87,1,[0.9090566],0.09094339583333366,0.008270701245698411
126,1592295657.87,1,[0.89659971],0.10340029166666687,0.010691620316751776
127,1592295667.87,1,[0.91277852],0.08722148115079376,0.00760758677413827
128,1592295677.87,1,[0.921015],0.07898500297619082,0.006238630695148873
129,1592295687.87,1,[0.93701894],0.06298106150793659,0.003966614108666492
